id,document_text
882,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ГИБДД. Просим согласовать маршрут перевозки негабаритного груза (редуктор массой 12 тонн) по дорогам общего пользования 25.11. Схема движения и параметры автопоезда прилагаются.
883,СЛУЖЕБНАЯ ЗАПИСКА. Директору по персоналу. От мастера мех. участка. Прошу рассмотреть кандидатуру токаря Петрова С.А. на получение 4-го разряда в связи с успешным освоением обработки нержавеющих сталей.
884,ПРИКАЗ №1865. Об организации дежурства слесарей-сантехников в выходные дни. Утвердить график дежурств на ноябрь для оперативного устранения возможных порывов в системе отопления. Ответственный — нач. службы эксплуатации.
885,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. склада металлопроката. Срочно требуется закупка 10 литров маркировочной краски (белой и желтой) для нанесения маркировки на заготовки валов перед передачей в мех. цех.
886,ПРИКАЗ №1870. О проведении внутреннего аудита системы охраны труда на сварочном участке. Проверить наличие заземления у сварочных постов и исправность защитных экранов. Срок предоставления отчета — 24.11.
887,"ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'СпецТехСервис'. Направляем заявку на проведение периодической поверки контрольно-измерительных приборов (микрометры, штангенциркули) согласно прилагаемому перечню."
888,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От мастера участка сборки. Информирую о задержке сборки партии редукторов из-за брака литья (корпус насоса). Прошу скорректировать график отгрузки готовой продукции.
889,ПРИКАЗ №1875. О введении в эксплуатацию системы контроля доступа на склад ТМЦ. Выдачу материалов производить только по электронным пропускам. Назначить ответственным за базу данных начальника службы безопасности.
890,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От механика цеха №5. Требуется замена клиновых ремней на компрессорной установке №2. Наблюдается проскальзывание и потеря производительности. На складе ремни отсутствуют.
891,ПРИКАЗ №1880. О назначении комиссии по проверке состояния вентиляционных систем. Проверить эффективность работы вытяжек в литейном цехе. В случае выявления засоров — произвести чистку силами подрядчика.
892,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес ООО 'Металл-Поставка'. Направляем претензию по факту поставки ржавого листового проката (марка ст3, 10 мм). Требуем составить акт о некондиционном товаре и заменить партию."
893,СЛУЖЕБНАЯ ЗАПИСКА. Директору по закупкам. От нач. участка термообработки. Прошу закупить 2 тонны технической соли для нужд котельной и участка химводоочистки. Срок поставки — до конца текущей недели.
894,"ПРИКАЗ №1885. О порядке использования корпоративной сотовой связи сотрудниками завода. Утвердить лимиты расходов на связь для ИТР. В случае превышения лимита более чем на 20%, предоставить обоснование."
895,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы охраны труда. От инженера по ТБ. При проверке в цехе №4 выявлено отсутствие защитного кожуха на заточном стационарном станке. Прошу приостановить работу оборудования.
896,ПРИКАЗ №1890. О проведении аттестации рабочих мест по условиям труда. Организовать замеры уровня вибрации на участках прессового оборудования цеха №1. Срок исполнения — до 15.12. Ответственный — инж. по ОТ.
897,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю службы логистики АО 'Порт'. Просим уточнить график приема крупногабаритных грузов в декабре. Направляем габаритные чертежи изделий для согласования схемы погрузки.
898,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. отдела кадров. Прошу приобрести дополнительный модуль 'Подбор персонала' для системы 1С в целях автоматизации процесса обработки резюме кандидатов.
899,"ПРИКАЗ №1895. О дисциплинарном взыскании за нарушение правил охраны труда. За работу на сверлильном станке в перчатках, объявить замечание оператору Петрову И.И. и лишить премии за текущий месяц."
900,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. электроцеха. Срочно требуется закупка 20 светодиодных прожекторов мощностью 50Вт для замены светильников наружного освещения территории склада.
901,ПРИКАЗ №1901. О создании комиссии по проверке готовности дренажных систем к весеннему паводку. ПРИКАЗЫВАЮ: 1. Провести очистку ливневых стоков на территории завода до 15.11. 2. Главному инженеру обеспечить закупку погружных насосов для откачки воды.
902,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. ЦЗЛ. Сообщаю о необходимости аттестации разрывной машины МР-200. Текущее свидетельство истекает 01.12. Без аттестации протоколы испытаний образцов металла на растяжение будут недействительны.
903,ИСХОДЯЩЕЕ ПИСЬМО №812/12. Руководителю ООО 'Литейщик'. Направляем акт о выявлении скрытых раковин в партии отливок корпусов (чертеж 45.001) после черновой мехобработки. Требуем замены 5 единиц заготовок в счет будущих поставок.
904,ПРИКАЗ №1905. О назначении ответственных за содержание помещений для хранения опасных отходов. Назначить мастера гальванического участка Петрову А.И. ответственной за учет и своевременную передачу на утилизацию отработанных электролитов.
905,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. участка ЧПУ. При обработке детали 'Крышка' выявлено необоснованное завышение допуска на шероховатость внутренней поверхности. Прошу упростить требования для снижения времени обработки.
906,"ПРИКАЗ №1910. О проведении внепланового инструктажа по электробезопасности. В связи с выявлением нарушения правил эксплуатации переносных светильников в цехе №2, провести проверку знаний у персонала с I и II группой допуска до 20.11."
907,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ГорЭлектроСеть'. Просим согласовать проведение плановых работ по ревизии вводных ячеек в ТП-5. Работы будут проводиться в выходной день 25.11 с кратковременным отключением потребителей.
908,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. склада ГСМ. Требуется закупка 500 литров масла индустриального И-40 для обеспечения нужд гидравлических систем прессового участка. Текущий запас на складе — критический.
909,ПРИКАЗ №1915. О введении в действие регламента контроля качества сварных соединений. Утвердить обязательное проведение 100% УЗК для швов ответственных конструкций (согласно списку). Контроль возложить на лабораторию ОТК.
910,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. сборочного цеха. Прошу рассмотреть вопрос о присвоении слесарю-сборщику Иванову И.И. 5-го квалификационного разряда в связи с успешным освоением сборки сложных турбинных узлов.
911,"ПРИКАЗ №1920. О проведении инвентаризации комплектующих на складе электрооборудования. Создать комиссию для сверки остатков контроллеров, датчиков и кабельной продукции. Срок предоставления итоговой ведомости — 15.12."
912,ИСХОДЯЩЕЕ ПИСЬМО. В адрес ТК 'ТрансКом'. Направляем претензию по факту нарушения целостности заводской пломбировки на контейнере №4589. Требуем участия вашего представителя при вскрытии и приемке груза по количеству.
913,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. ОМТС. Прошу выделить денежные средства на закупку 20 кг припоя ПОС-61 и 5 литров флюса для обеспечения работы участка пайки плат управления. Остаток материалов — на 2 дня.
914,"ПРИКАЗ №1925. О порядке выдачи спецодежды для защиты от электродуги. Утвердить список персонала электрослужбы, которому полагается выдача специальных огнестойких комплектов. Выдачу произвести под роспись в карточках."
915,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. ПЭО. Прошу предоставить доступ к модулю 'Себестоимость' ведущему экономисту Смирновой О.В. для проведения анализа затрат на производство новой линейки продукции.
916,ПРИКАЗ №1930. О назначении ответственного за исправное состояние газорезательного оборудования. Назначить мастера заготовительного участка Волкова Р.Д. ответственным за проверку редукторов и рукавов газовых постов.
917,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Профи'. Просим разработать новый проект предельно допустимых выбросов (ПДВ) в атмосферу в связи с выводом из эксплуатации старой котельной и запуском газовых горелок в цехе №1.
918,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От нач. охраны. Требуется замена блока питания в сервере СКУД. В последнее время наблюдаются самопроизвольные перезагрузки системы, что приводит к блокировке турникетов на проходной."
919,"ПРИКАЗ №1935. О премировании за снижение затрат на инструмент. По результатам экспериментального применения фрез отечественного производства, достигнута экономия бюджета в 15%. Выплатить премию технологу Белову А.М."
920,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От нач. склада металлов. Сообщаю о необходимости проверки исправности гидрантов на прилегающей к складу территории. При последней проверке выявлено затрудненное открытие вентилей.
921,ПРИКАЗ №1940. О порядке проведения огневых работ на крышах производственных зданий. Категорически запретить использование открытого пламени без наличия на месте работ двух углекислотных огнетушителей и ведра с водой.
922,ИСХОДЯЩЕЕ ПИСЬМО. Директору завода 'ПромОснастка'. Просим рассмотреть возможность изготовления по нашему ТЗ комплекта штамповой оснастки для производства деталей 'Скоба'. Срок поставки должен быть не позднее февраля.
923,СЛУЖЕБНАЯ ЗАПИСКА. Директору по производству. От гл. механика. Информирую о завершении капитального ремонта токарного станка 16К20 (инв. №56). Оборудование готово к приемке комиссией и вводу в эксплуатацию.
924,ПРИКАЗ №1945. О внедрении системы контроля расхода ГСМ на автотранспорте завода. Утвердить нормы расхода топлива на зимний период для всех типов техники. Водителям ежедневно фиксировать остатки в путевых листах.
925,СЛУЖЕБНАЯ ЗАПИСКА. Нач. юридического отдела. От нач. отдела продаж. Прошу проверить правомерность выставления штрафных санкций со стороны АО 'Заказчик' в связи с задержкой поставки из-за сбоя на таможне.
926,ПРИКАЗ №1950. О создании комиссии по проверке состояния лестничных маршей и площадок обслуживания кран-балок. Проверить надежность крепления перил и отсутствие скользких поверхностей. Срок исполнения — до 30.11.
927,ИСХОДЯЩЕЕ ПИСЬМО. В адрес регионального управления Росприроднадзора. Направляем расчет платы за негативное воздействие на окружающую среду за III квартал 2023 года. Копия платежного поручения прилагается.
928,СЛУЖЕБНАЯ ЗАПИСКА. Главному инженеру. От нач. мех. цеха. Сообщаю о выходе из строя системы охлаждения обрабатывающего центра. Наблюдается перегрев электроники. Требуется закупка новых вентиляторов и чистка радиаторов.
929,ПРИКАЗ №1955. О закреплении трактора с отвалом за хозяйственной службой предприятия. Назначить ответственным за эксплуатацию водителя Семенова П.А. Обеспечить круглосуточную готовность техники к уборке снега.
930,"СЛУЖЕБНАЯ ЗАПИСКА. В отдел маркетинга. От нач. отдела сбыта. Прошу подготовить сувенирную продукцию с логотипом завода (календари, ручки) для поздравления ключевых заказчиков с наступающими новогодними праздниками."
931,ПРИКАЗ №1960. Об усилении контроля за использованием СИЗ органов дыхания на участке абразивной очистки. Мастерам смен обеспечить 100% ношение масок персоналом. За нарушение требований ТБ лишать премии на 50%.
932,"ИСХОДЯЩЕЕ ПИСЬМО. Поставщику метизов 'Болт-М'. Требуем заменить партию высокопрочных болтов М20 по причине отсутствия маркировки класса прочности на головках, что является нарушением условий спецификации к договору."
933,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От мастера мех. участка. Довожу до сведения, что из-за аварийного отключения электроэнергии 12.11 была повреждена дорогостоящая фреза. Прошу составить акт для списания инструмента."
934,ПРИКАЗ №1965. О проведении тренировки по действиям при пожаре в административном здании. 28.11 в 10:00 провести эвакуацию персонала. Ответственным за координацию действий назначить начальника охраны завода.
935,СЛУЖЕБНАЯ ЗАПИСКА. Финансовому директору. От нач. ОМТС. Прошу утвердить счет на покупку 200 литров концентрата СОЖ. Использование текущего запаса завершится через 5 рабочих дней. Промедление приведет к простою станков.
936,ПРИКАЗ №1970. О назначении комиссии по проверке состояния бытовок в цехе №4. Проверить температурный режим и работу вытяжной вентиляции в раздевалках. Составить план устранения замечаний до конца недели.
937,"ИСХОДЯЩЕЕ ПИСЬМО. В администрацию города. Просим выдать разрешение на проведение работ по благоустройству прилегающей к заво производственной территории (посадка деревьев, установка ограждения) в весенний период следующего года."
938,СЛУЖЕБНАЯ ЗАПИСКА. Главному технологу. От нач. инструментального цеха. Предлагаю закупить измерительную систему Blum для автоматической привязки инструмента на станках ЧПУ. Это сократит время наладки на 20%.
939,ПРИКАЗ №1975. О поощрении ветеранов завода к юбилею предприятия. Выплатить единовременное денежное вознаграждение сотрудникам со стажем работы более 30 лет согласно списку. Ответственный — нач. отдела кадров.
940,СЛУЖЕБНАЯ ЗАПИСКА. Начальнику охраны. От нач. склада готовой продукции. Прошу разрешить выезд автомобиля КАМАЗ (номер В999ВВ) 15.11 в 06:00 для доставки крупногабаритного груза на объект заказчика в г. Уфа.
941,ПРИКАЗ №1980. О создании рабочей группы по внедрению системы управления качеством ISO 9001. Назначить руководителем группы директора по качеству. Провести аудит текущих бизнес-процессов до конца года.
942,ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'Транс-Логистик'. Просим предоставить информацию о тарифах на контейнерные перевозки продукции завода в направлении стран СНГ на первый квартал следующего года.
943,СЛУЖЕБНАЯ ЗАПИСКА. В юридический отдел. От отдела снабжения. Прошу подготовить проект претензии к поставщику кабеля ООО 'ЭнергоСнаб' в связи с несоответствием сечения жил заявленным в паспорте параметрам.
944,ПРИКАЗ №1985. О порядке выдачи зимней спецодежды сотрудникам службы логистики. Начать выдачу утепленных жилетов и перчаток персоналу складов открытого хранения. Выдачу производить под роспись в ведомостях.
945,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От мастера участка шлифовки. Сообщаю о повышенном люфте в шпиндельном узле станка мод. 3Г71. Прошу направить специалиста для проведения диагностики и возможного ремонта.
946,"ПРИКАЗ №1990. О назначении комиссии по проверке состояния грузозахватных приспособлений. Провести осмотр строп, цепей и траверс во всех цехах. Немаркированные и изношенные изделия изъять и передать в утиль."
947,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ВторЧерМет'. Сообщаем о накоплении на складе 30 тонн стальной стружки. Просим направить спецтранспорт для вывоза металлолома 20.11. Погрузка нашими силами обеспечена.
948,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. бухгалтерии. Прошу настроить в системе 1С автоматическое уведомление о приближении срока окончания доверенностей на получение ТМЦ для всех МОЛ предприятия.
949,"ПРИКАЗ №1995. О дисциплинарном взыскании за нарушение правил промышленной безопасности. За работу без использования защитных очков на заточном станке, объявить замечание рабочему Кузнецову А.С."
950,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. электроцеха. Срочно требуется закупка 50 штук автоматических выключателей на 16А для замены вышедших из строя приборов в щитах освещения бытовых помещений цеха №3.
951,"ПРИКАЗ №2001. О проведении ежегодной инвентаризации основных средств и ТМЦ. В целях подготовки к годовому бухгалтерскому отчету, ПРИКАЗЫВАЮ: 1. Создать центральную комиссию под председательством гл. бухгалтера. 2. Срок окончания работ — 20.12.2023."
952,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. метрологической службы. Сообщаю о необходимости закупки набора щупов и радиусных шаблонов для нужд ОТК сборочного цеха. Действующий инструмент не прошел периодическую калибровку по причине износа.
953,"ИСХОДЯЩЕЕ ПИСЬМО №901/12. Руководителю ООО 'Металл-Трейд'. Просим предоставить уточненные цены на листовой прокат (ст3сп, 10-20 мм) на первый квартал следующего года для формирования производственного плана и бюджета закупок."
954,ПРИКАЗ №2005. О назначении ответственных за пожарную безопасность в период новогодних праздников. Утвердить график дежурств ответственных лиц по цехам. Запретить использование пиротехники и открытого огня на всей территории завода.
955,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. КБ. Прошу согласовать замену крепежных изделий с оцинкованных на нержавеющие в узлах крепления внешних панелей агреда А-500 для повышения коррозионной стойкости в условиях влажного климата.
956,"ПРИКАЗ №2010. О проведении внепланового инструктажа по правилам работы с ГПМ. В связи с вводом в эксплуатацию нового мостового крана в цехе №6, всем крановщикам и стропальщикам пройти ознакомление с особенностями управления до 15.12."
957,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ЭнергоСбыт'. Направляем уточненную заявку на лимиты потребления электроэнергии на следующий год с учетом запуска второй очереди литейного участка и модернизации компрессорной станции.
958,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. АХО. Требуется закупка 100 кг противогололедного реагента и 20 снеговых лопат для очистки пешеходных дорожек и площадок перед входами в производственные корпуса.
959,ПРИКАЗ №2015. О введении в эксплуатацию системы мониторинга работы станков 'Диспетчер'. Ответственность за корректный ввод данных о причинах простоев возложить на мастеров смен. Отчеты о загрузке оборудования предоставлять еженедельно.
960,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №5. Прошу начислить премию слесарю-сборщику Смирнову А.П. за наставничество над группой студентов-практикантов в период с 01.11 по 30.11 в размере 20% от оклада.
961,ПРИКАЗ №2020. О проведении технического аудита систем вентиляции и аспирации. Проверить эффективность работы вытяжек на участках сварки и зачистки литья. Результаты замеров скорости потока воздуха предоставить гл. инженеру до 10.12.
962,ИСХОДЯЩЕЕ ПИСЬМО. В адрес страховой компании 'Альянс'. Направляем уведомление о завершении восстановительного ремонта автомобиля КАМАЗ (гос. номер В123ВВ) после ДТП. Просим произвести окончательный расчет с СТО.
963,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. ОМТС. Прошу выделить денежные средства на оплату счета №456 за закупку 500 кг электродов LB-52U. Данные материалы необходимы для сварки ответственных стыков газопровода.
964,"ПРИКАЗ №2025. О порядке выдачи теплой спецодежды сотрудникам охраны. В связи с наступлением стабильно отрицательных температур, выдать постовым утепленные куртки, брюки и валенки согласно утвержденным нормам."
965,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. ПДО. Прошу приобрести и установить дополнительный модуль 'Учет мерительного инструмента' для системы 1С в целях автоматизации контроля сроков поверки приборов.
966,ПРИКАЗ №2030. О назначении ответственного за исправное состояние систем пожарного водопровода. Назначить начальника службы эксплуатации зданий Иванова В.Г. ответственным за проверку гидрантов и перекатку рукавов.
967,"ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Технологии'. Просим предоставить проект договора на вывоз и утилизацию промышленных отходов (отработанная ветошь, фильтры) на следующий календарный год."
968,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От нач. службы безопасности. Требуется модернизация системы видеонаблюдения в пролете №3. Необходимо установить 2 дополнительные IP-камеры для исключения 'слепых зон' в местах хранения цветных металлов.
969,"ПРИКАЗ №2035. О премировании за рационализаторское предложение по модернизации захватов крана. Выплатить вознаграждение инженеру-механику Петрову Д.С. за разработку устройства, сократившего время строповки деталей на 30%."
970,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От нач. склада ГСМ. Сообщаю о необходимости перезарядки модулей порошкового пожаротушения 'Буран', установленных в помещении насосной станции. Срок эксплуатации истекает в декабре."
971,"ПРИКАЗ №2040. О порядке проведения сварочных работ в замкнутых пространствах. Запретить выполнение работ без оформления наряда-допуска, принудительной вентиляции и постоянного дежурства страхующего сотрудника снаружи."
972,ИСХОДЯЩЕЕ ПИСЬМО. Директору завода 'ПромМашСервис'. Просим направить инженера-наладчика для проведения шеф-монтажа и обучения персонала работе на новом листогибочном прессе. Дату прибытия просим согласовать до 15.12.
973,СЛУЖЕБНАЯ ЗАПИСКА. Директору по производству. От гл. механика. Информирую о поломке гидростанции станка 1512. Наблюдается утечка масла из-под уплотнения главного насоса. Требуется закупка ремкомплекта.
974,ПРИКАЗ №2045. О внедрении электронного журнала учета инструктажей по ТБ. С 01.01.2024 всем мастерам цехов фиксировать проведение повторных и внеплановых инструктажей в корпоративной информационной системе.
975,СЛУЖЕБНАЯ ЗАПИСКА. Нач. юридического отдела. От менеджера по закупкам. Прошу проверить протокол разногласий к договору с ООО 'ТехноСнаб' в части ответственности сторон за нарушение сроков поставки комплектующих.
976,ПРИКАЗ №2050. О создании комиссии по проверке состояния подкрановых балок в цехе №3. Провести визуальный осмотр узлов крепления рельсов к балкам на предмет ослабления болтовых соединений. Срок исполнения — 25.12.
977,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес управления Росприроднадзора. Направляем ежегодный отчет об образовании, использовании, обезвреживании и размещении отходов (форма 2-ТП) за текущий год. Нарушений лимитов не зафиксировано."
978,СЛУЖЕБНАЯ ЗАПИСКА. Главному инженеру. От нач. участка вентиляции. Сообщаю о критическом износе гибких вставок на вентиляционных установках малярного цеха. Требуется замена 10 единиц изделий до конца месяца.
979,ПРИКАЗ №2055. О назначении комиссии по проверке санитарного состояния бытовых помещений. Еженедельно по пятницам проводить осмотр душевых и раздевалок всех подразделений завода. Ответственный — нач. службы АХЧ.
980,СЛУЖЕБНАЯ ЗАПИСКА. В отдел маркетинга. От нач. отдела сбыта. Прошу подготовить обновленный прайс-лист на продукцию завода с учетом изменения стоимости сырья и логистических затрат на следующий квартал.
981,ПРИКАЗ №2060. О запрете парковки личных автомобилей на территории предприятия вне специально отведенных мест. С 01.12 автомобили нарушителей будут блокироваться на въезде. Начальнику охраны обеспечить контроль.
982,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ГИБДД района. Просим согласовать временную схему проезда тяжеловесного транспорта к северным воротам завода на период ремонта дорожного полотна по ул. Заводская.
983,СЛУЖЕБНАЯ ЗАПИСКА. Директору по персоналу. От мастера мех. участка. Прошу рассмотреть кандидатуру токаря Васильева А.В. на присвоение 6-го разряда в связи с выполнением работ повышенной сложности на уникальном оборудовании.
984,ПРИКАЗ №2065. Об организации дежурства электриков и сантехников в период новогодних каникул. Утвердить график выхода персонала с 31.12 по 08.01 для обеспечения бесперебойного тепло- и энергоснабжения зданий.
985,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. склада подшипников. Срочно требуется закупка 20 литров консервационной смазки (солидол) для обработки запасных частей перед длительным хранением в неотапливаемом складе.
986,ПРИКАЗ №2070. О проведении внутреннего аудита системы менеджмента качества в проектном отделе. Проверить соблюдение процедур нормоконтроля чертежей и ведения архива документации. Срок отчета — 20.12.
987,"ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'СпецТехСервис'. Направляем заявку на проведение периодической поверки контрольно-измерительных приборов (манометры, термопары) согласно приложенному графику на следующий год."
988,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От мастера сборочного участка. Довожу до сведения, что из-за задержки поставки комплектующих (подшипники) от ООО 'Сфера', срок отгрузки заказа №556 переносится на 2 рабочих дня."
989,ПРИКАЗ №2075. О введении в эксплуатацию системы контроля доступа на территотуру инструментального склада. Выдачу инструмента производить только по электронным картам сотрудников мех. цеха.
990,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От механика цеха №1. Требуется замена подшипников в главном приводе вертикально-фрезерного станка (инв. №112). Наблюдается посторонний шум и вибрация при работе шпинделя.
991,ПРИКАЗ №2080. О назначении комиссии по проверке состояния лестниц и стремянок. Провести плановые испытания переносного лестничного оборудования статическим грузом. Неисправный инвентарь изъять и утилизировать.
992,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес ООО 'Сталь-Поставка'. Направляем претензию по факту поставки ржавого листового проката (марка ст3, 10 мм). Требуем составить акт о некондиционном товаре и заменить партию в полном объеме."
993,СЛУЖЕБНАЯ ЗАПИСКА. Директору по закупкам. От нач. участка термообработки. Прошу закупить 5 тонн закалочного масла. Текущий объем в баках не обеспечивает полное погружение крупногабаритных деталей при закалке.
994,"ПРИКАЗ №2085. О порядке использования корпоративной сотовой связи руководителями подразделений. Утвердить лимиты расходов на связь. В случае превышения лимита более чем на 20%, сумма удерживается из зарплаты."
995,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы охраны труда. От инженера по ТБ. При проверке в цехе №4 выявлено отсутствие защитного кожуха на заточном стационарном станке. Прошу приостановить работу оборудования до устранения.
996,ПРИКАЗ №2090. О проведении аттестации рабочих мест по условиям труда на новом участке ЧПУ. Организовать замеры уровня вибрации и освещенности. Срок исполнения — до 25.12. Ответственный — инж. по ОТ.
